"Time,""Interest Rates, London Interbank Offer Rate, 3-Month"""
1970 Q1,9.419666666
1970 Q2,8.868
1970 Q3,8.302333333
1970 Q4,7.46133333333333
1971 Q1,5.54333333333333
1971 Q2,6.732
1971 Q3,7.71266666633333
1971 Q4,6.33033333333333
1972 Q1,4.91733333333333
1972 Q2,4.93366666633333
1972 Q3,5.68766666666667
1972 Q4,5.937
1973 Q1,7.790333333
1973 Q2,8.973666666
1973 Q3,10.7956666663333
1973 Q4,10.112666666
1974 Q1,8.729333333
1974 Q2,11.3746666663333
1974 Q3,13.072999999
1974 Q4,10.4416666666667
1975 Q1,7.554
1975 Q2,6.444
1975 Q3,7.239
1975 Q4,6.57133333333333
1976 Q1,5.45733333333333
1976 Q2,5.90833333333333
1976 Q3,5.66866666666667
1976 Q4,5.24299999966667
1977 Q1,5.09633333333333
1977 Q2,5.67733333333333
1977 Q3,6.313
1977 Q4,7.10333333333333
1978 Q1,7.392
1978 Q2,7.961333333
1978 Q3,8.82066666666667
1978 Q4,11.2106666666667
1979 Q1,11.0039999996667
1979 Q2,10.7353333326667
1979 Q3,11.7813333323333
1979 Q4,14.822333333
1980 Q1,16.294333333
1980 Q2,12.958333333
1980 Q3,10.876333333
1980 Q4,16.634666666
1981 Q1,16.8119999996667
1981 Q2,17.7026666666667
1981 Q3,18.5006666666667
1981 Q4,14.4606666663333
1982 Q1,15.6763333326667
1982 Q2,15.184333333
1982 Q3,12.7099999993333
1982 Q4,9.57766666633333
1983 Q1,9.400333333
1983 Q2,9.40699999966667
1983 Q3,10.1599999993333
1983 Q4,9.92333333266667
1984 Q1,10.3043333326667
1984 Q2,11.4903333333333
1984 Q3,11.9489999993333
1984 Q4,10.0136666663333
1985 Q1,9.03066666633333
1985 Q2,8.25766666633333
1985 Q3,8.14299999966667
1985 Q4,8.151
1986 Q1,7.908
1986 Q2,7.10633333333333
1986 Q3,6.27433333333333
1986 Q4,6.143
1987 Q1,6.375
1987 Q2,7.14933333333333
1987 Q3,7.22233333333333
1987 Q4,7.964
1988 Q1,6.98366666666667
1988 Q2,7.481
1988 Q3,8.41866666666667
1988 Q4,9.01866666666667
1989 Q1,9.81233333333333
1989 Q2,9.77933333333333
1989 Q3,8.92866666666667
1989 Q4,8.61566666666667
1990 Q1,8.40433333333333
1990 Q2,8.46333333333333
1990 Q3,8.166
1990 Q4,8.22066666666667
1991 Q1,6.87366666666667
1991 Q2,6.17133333333333
1991 Q3,5.84333333333333
1991 Q4,5.05266666666667
1992 Q1,4.246
1992 Q2,4.08433333333333
1992 Q3,3.46866666666667
1992 Q4,3.62533333333333
1993 Q1,3.258
1993 Q2,3.21533333333333
1993 Q3,3.25450333333333
1993 Q4,3.41968666666667
1994 Q1,3.56306
1994 Q2,4.47264666666667
1994 Q3,4.96753
1994 Q4,5.96320333333333
1995 Q1,6.28949666666667
1995 Q2,6.12334666666667
1995 Q3,5.88989666666667
1995 Q4,5.85333333333333
1996 Q1,5.40065333333333
1996 Q2,5.51775666666667
1996 Q3,5.59456666666667
1996 Q4,5.54154333333333
1997 Q1,5.58319
1997 Q2,5.82945333333333
1997 Q3,5.72163
1997 Q4,5.91881333333333
1998 Q1,5.67066
1998 Q2,5.79285
1998 Q3,5.60408
1998 Q4,5.27655
1999 Q1,5.00178
1999 Q2,5.06705666666667
1999 Q3,5.44167666666667
1999 Q4,6.13708666666667
2000 Q1,6.11198666666667
2000 Q2,6.61923333333333
2000 Q3,6.6998
2000 Q4,6.69174
2001 Q1,5.33677333333333
2001 Q2,4.18387333333333
2001 Q3,3.45057333333333
2001 Q4,2.14244666666667
2002 Q1,1.90389
2002 Q2,1.90072
2002 Q3,1.80930333333333
2002 Q4,1.54922333333333
2003 Q1,1.33187666666667
2003 Q2,1.23583333333333
2003 Q3,1.12876333333333
2003 Q4,1.16673333333333
2004 Q1,1.12129333333333
2004 Q2,1.30195333333333
2004 Q3,1.75367
2004 Q4,2.29508333333333
2005 Q1,2.83144333333333
2005 Q2,3.28252
2005 Q3,3.77258666666667
2005 Q4,4.33687666666667
2006 Q1,4.76037
2006 Q2,5.21382
2006 Q3,5.43323
2006 Q4,5.36846333333333
2007 Q1,5.35550666666667
2007 Q2,5.35789
2007 Q3,5.44543666666667
2007 Q4,5.02933666666667
2008 Q1,3.26257666666667
2008 Q2,2.75257033333333
2008 Q3,2.90675633333333
2008 Q4,2.72233333333333
2009 Q1,1.24006
2009 Q2,0.8473
2009 Q3,0.4126
2009 Q4,0.268066666666667
2010 Q1,0.256333333333333
2010 Q2,0.435666666666667
2010 Q3,0.3881
2010 Q4,0.292866666666667
2011 Q1,0.3079
2011 Q2,0.2633
2011 Q3,0.297766666666667
2011 Q4,0.4792
2012 Q1,0.514133333333333
2012 Q2,0.466366666666667
2012 Q3,0.423966666666667
2012 Q4,0.317
2013 Q1,0.291666666666667
2013 Q2,0.275033333333333
2013 Q3,0.2614
2013 Q4,0.241333333333333
2014 Q1,0.2584
2014 Q2,0.2282
2014 Q3,0.2343
2014 Q4,0.2363
2015 Q1,0.260333333333333
